num_classes,num_instances,dataset_type,class_imbalance_ratio,actual_predictions_entropy,Confidence_Mean,Confidence_Median,Confidence_Std,Confidence_Var,Confidence_Entropy,Confidence_Skewness,Confidence_Kurtosis,Confidence_Min,Confidence_Max,Classification_Log_loss,Classification_Accuracy,Classification_Precision_Micro,Classification_Precision_Macro,Classification_Precision_Weighted,Classification_Recall_Micro,Classification_Recall_Macro,Classification_Recall_Weighted,Classification_F1_Micro,Classification_F1_Macro,Classification_F1_Weighted,ECE_before,MCE_before,ConfECE_before,brier_score_before,Wasserstein_Mean,Wasserstein_Median,Wasserstein_Std,Wasserstein_Var,Wasserstein_Entropy,Wasserstein_Skewness,Wasserstein_Kurtosis,Wasserstein_Min,Wasserstein_Max,KL_Divergence_Mean,KL_Divergence_Median,KL_Divergence_Std,KL_Divergence_Var,KL_Divergence_Entropy,KL_Divergence_Skewness,KL_Divergence_Kurtosis,KL_Divergence_Min,KL_Divergence_Max,Jensen_Shannon_Mean,Jensen_Shannon_Median,Jensen_Shannon_Std,Jensen_Shannon_Var,Jensen_Shannon_Entropy,Jensen_Shannon_Skewness,Jensen_Shannon_Kurtosis,Jensen_Shannon_Min,Jensen_Shannon_Max,Bhattacharyya_Mean,Bhattacharyya_Median,Bhattacharyya_Std,Bhattacharyya_Var,Bhattacharyya_Entropy,Bhattacharyya_Skewness,Bhattacharyya_Kurtosis,Bhattacharyya_Min,Bhattacharyya_Max,Best_Cal
4,723,multi-class,4.58,1.82323,0.23093,0.06739,0.27748,0.07699,8.49719,1.13334,0.05995,0,1,0.48537,0.82573,0.82573,0.8402,0.82817,0.82573,0.85215,0.82573,0.82573,0.84548,0.82628,0.02374,0.37069,0.02374,0.23534,0.06565,0.06196,0.03139,0.00099,2.42084,0.5669,-0.52657,0.02351,0.1231,1.53048,0.6866,1.40258,1.96723,2.00586,0.65985,-1.50694,0.39263,3.51112,0.34504,0.32864,0.07393,0.00547,2.55437,1.37644,0.55086,0.27267,0.50174,0.16838,0.13215,0.0932,0.00869,2.4052,1.68086,1.01913,0.09834,0.37402,HISTOGRM
2,1400,binary,1,0.97137,0.12496,0.01786,0.21622,0.04675,8.74622,1.60926,1.44824,0,1,0.26396,0.89214,0.89214,0.90824,0.90824,0.89214,0.89214,0.89214,0.89214,0.89107,0.89107,0.00395,0.01774,0.00395,0.12473,0,0,0,0,0,-999,-999,0,0,4.52411,4.52411,0,0,0,-999,-999,4.52411,4.52411,0.38229,0.38229,0,0,0,-999,-999,0.38229,0.38229,0.23675,0.23675,0,0,0,-999,-999,0.23675,0.23675,HISTOGRM
2,1400,binary,1,0.99999,0.05544,0.00389,0.15749,0.0248,8.10153,4.64472,21.75876,0.00075,0.99925,0.10624,0.96857,0.96857,0.96858,0.96858,0.96857,0.96857,0.96857,0.96857,0.96857,0.96857,0.00038,0.00044,0.00038,0.05575,0,0,0,0,0,-999,-999,0,0,0.00072,0.00072,0,0,0,-999,-999,0.00072,0.00072,0.01342,0.01342,0,0,0,-999,-999,0.01342,0.01342,0.00018,0.00018,0,0,0,-999,-999,0.00018,0.00018,PLATT
2,1400,binary,1,0,0.5,0.5,0,0,10.45121,-999,-999,0.5,0.5,0.69315,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.33333,0.33333,0,0,0,0.5,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,META
6,43,multi-class,7.5,0,0.74022,0.67308,0.11573,0.01339,5.4093,0.85854,-1.05802,0.64993,0.95309,1.5257,0.34884,0.34884,0.05814,0.12169,0.34884,0.16667,0.34884,0.34884,0.08621,0.18043,4.00E-05,4.00E-05,4.00E-05,0.74055,0.04651,0.04651,0.02175,0.00047,3.72215,-0.27387,-0.95322,0.00465,0.07907,4.89376,2.22807,5.17321,26.76208,3.20653,1.21766,0.01474,0.48223,16.87262,0.4915,0.49628,0.11104,0.01233,3.86855,-0.26224,-0.78687,0.28958,0.66477,0.40312,0.34548,0.2177,0.04739,3.69821,0.60428,-0.66962,0.09584,0.85789,PLATT
6,43,multi-class,7.5,0,0.74094,0.67442,0.11585,0.01342,5.40929,0.85263,-1.06917,0.65116,0.95349,1.52997,0.34884,0.34884,0.05814,0.12169,0.34884,0.16667,0.34884,0.34884,0.08621,0.18043,0,0,0,0.74202,0,0,0,0,0,-999,-999,0,0,7.67528,0,10.85449,117.81995,2.32193,0.70711,-1.5,0,23.02585,0.27752,0,0.39247,0.15403,2.32193,0.70711,-1.5,0,0.83255,7.67528,0,10.85449,117.81995,2.32193,0.70711,-1.5,0,23.02585,MIXANDMATCH
6,43,multi-class,7.5,2.13843,0.34865,0.17235,0.32241,0.10395,4.9048,1.20954,-0.22697,0.10806,0.9993,1.02763,0.7907,0.7907,0.79966,0.82699,0.7907,0.76349,0.7907,0.7907,0.73687,0.78724,0.02991,0.12377,0.02991,0.38475,0.04682,0.04651,0.0191,0.00036,3.7831,0.28143,-0.62817,0.01395,0.08372,3.50685,3.83238,2.15517,4.64475,3.58467,-0.00198,-1.34132,0.08672,6.51006,0.32271,0.32878,0.09012,0.00812,3.84496,-0.48943,0.19322,0.12335,0.49274,0.16275,0.16358,0.08904,0.00793,3.67959,0.59596,0.35649,0.01911,0.38083,DIRICHLET
6,43,multi-class,7.5,1.65391,0.64774,0.52684,0.22834,0.05214,5.3363,0.16956,-1.85561,0.40071,0.91986,1.36504,0.55814,0.55814,0.38141,0.47764,0.55814,0.52222,0.55814,0.55814,0.40572,0.45196,0.01923,0.12789,0.01923,0.64201,0.04465,0.03256,0.03275,0.00107,3.53922,0.72753,-1.11203,0.01395,0.10233,3.11592,2.7178,2.22512,4.95114,3.47717,0.16202,-1.57613,0.03367,6.3322,0.31688,0.32433,0.12108,0.01466,3.7938,-0.03945,-0.72846,0.09571,0.52108,0.16796,0.1565,0.12308,0.01515,3.5193,0.89486,0.05251,0.00928,0.43983,TEMPERATURESCALING
6,43,multi-class,7.5,1.73669,0.34151,0.16244,0.33421,0.1117,4.82386,1.02851,-0.76398,0.09091,1,1.50051,0.76744,0.76744,0.58611,0.71822,0.76744,0.54921,0.76744,0.76744,0.55808,0.7337,0.03904,0.12821,0.03904,0.34571,0.06233,0.06512,0.03327,0.00111,3.68746,0.15219,-1.26316,0.01395,0.12093,5.71247,4.56898,5.11327,26.14553,3.34398,1.09287,0.01976,0.02983,16.32586,0.42585,0.38844,0.15133,0.0229,3.80566,-0.20893,-0.43423,0.09157,0.65731,0.34293,0.24223,0.26058,0.0679,3.49587,0.78251,-0.71758,0.00855,0.8874,MIXANDMATCH
6,43,multi-class,7.5,1.89739,0.42784,0.3381,0.27528,0.07578,5.12687,0.5321,-1.12116,0.07448,0.9416,0.76341,0.69767,0.69767,0.61181,0.65585,0.69767,0.60317,0.69767,0.69767,0.5999,0.67149,0.06419,0.35213,0.06419,0.41697,0.07318,0.07442,0.04308,0.00186,3.61715,-0.04287,-1.35975,0.00465,0.13488,4.89928,4.3995,4.2376,17.95722,3.35771,0.90765,-0.0092,0.31591,14.90289,0.39311,0.38306,0.13469,0.01814,3.8133,-0.21699,-0.31645,0.0943,0.61712,0.25974,0.20759,0.18496,0.03421,3.55139,0.93406,-0.04822,0.01254,0.68763,PLATT
6,43,multi-class,7.5,2.26279,0.32286,0.20537,0.30284,0.09171,4.80514,0.84016,-0.64085,0.02603,0.99665,0.66422,0.7907,0.7907,0.80675,0.79983,0.7907,0.85238,0.7907,0.7907,0.8138,0.78789,0.04015,0.35976,0.04015,0.32274,0.04837,0.04651,0.02657,0.00071,3.68659,0.56612,-0.54015,0.0093,0.10233,3.9793,3.46116,2.2767,5.18338,3.64146,0.04736,-1.32263,0.50341,7.61501,0.32058,0.31538,0.08241,0.00679,3.85841,0.06167,-1.07502,0.18201,0.46103,0.15866,0.14147,0.08426,0.0071,3.70206,0.45845,-0.9504,0.04496,0.32666,PLATT
3,885,multi-class,2.78,1.29917,0.35116,0.27738,0.28093,0.07892,9.31694,0.6521,-0.85001,0.00393,0.97865,0.60248,0.75254,0.75254,0.67839,0.72541,0.75254,0.64893,0.75254,0.75254,0.64801,0.72922,0.01988,0.12253,0.01988,0.34298,0.02908,0.02893,0.00867,8.00E-05,1.51947,0.02536,-1.5,0.01853,0.03977,0.35474,0.32584,0.13306,0.01771,1.48404,0.31557,-1.5,0.20816,0.53023,0.28459,0.27771,0.0581,0.00338,1.55495,0.17596,-1.5,0.21712,0.35894,0.09346,0.08336,0.04082,0.00167,1.44822,0.35588,-1.5,0.04928,0.14773,TEMPERATURESCALING
3,885,multi-class,2.78,0,0.61531,0.6791,0.12423,0.01543,9.76072,0.45757,-1.28138,0.50056,0.82034,1.01991,0.49944,0.49944,0.16648,0.24944,0.49944,0.33333,0.49944,0.49944,0.22205,0.33271,0,0,0,0.61531,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,MIXANDMATCH
3,885,multi-class,2.78,1.31787,0.31632,0.19009,0.29204,0.08529,9.17533,0.76409,-0.76325,0.02223,0.98794,0.56369,0.77175,0.77175,0.72444,0.75738,0.77175,0.67995,0.77175,0.77175,0.69086,0.75633,0.00797,0.60154,0.00797,0.31613,0.04708,0.04881,0.00995,0.0001,1.55177,-0.25552,-1.5,0.03412,0.05831,0.72653,0.85754,0.30114,0.09068,1.44366,-0.57023,-1.5,0.3101,1.01196,0.35565,0.35077,0.07366,0.00543,1.5539,0.09915,-1.5,0.26798,0.44821,0.17163,0.15889,0.08177,0.00669,1.41763,0.22987,-1.5,0.07846,0.27753,MIXANDMATCH
3,885,multi-class,2.78,1.34787,0.42022,0.32339,0.27717,0.07682,9.47477,0.47824,-1.28889,0.09101,0.95829,0.74139,0.69266,0.69266,0.61583,0.67333,0.69266,0.59771,0.69266,0.69266,0.60149,0.6784,0.01536,0.18698,0.01536,0.41596,0.02087,0.02124,0.00619,4.00E-05,1.51948,-0.0903,-1.5,0.01311,0.02825,1.60023,1.07479,1.25237,1.56842,1.14779,0.55548,-1.5,0.39817,3.32772,0.37374,0.39757,0.07895,0.00623,1.5514,-0.42529,-1.5,0.26735,0.45629,0.19553,0.21573,0.08694,0.00756,1.42579,-0.33602,-1.5,0.08039,0.29046,MIXANDMATCH
3,885,multi-class,2.78,1.29931,0.32263,0.21618,0.29118,0.08479,9.20298,0.78723,-0.69933,0.01628,0.9923,0.58003,0.77514,0.77514,0.73274,0.76049,0.77514,0.67995,0.77514,0.77514,0.69066,0.75728,0.00862,0.22442,0.00862,0.31986,0.033,0.03842,0.00965,9.00E-05,1.51758,-0.66551,-1.5,0.01944,0.04113,0.37907,0.40351,0.15351,0.02357,1.45694,-0.23481,-1.5,0.18003,0.55366,0.28013,0.22885,0.08353,0.00698,1.52401,0.68947,-1.5,0.2136,0.39793,0.10248,0.06177,0.06814,0.00464,1.28779,0.6829,-1.5,0.04719,0.19847,AdaptiveTemperatureScaling
3,885,multi-class,2.78,1.36456,0.33258,0.23185,0.28658,0.08213,9.24658,0.73509,-0.71169,0,1,0.62422,0.76497,0.76497,0.70803,0.7517,0.76497,0.67996,0.76497,0.76497,0.68865,0.754,0.00941,0.03605,0.00941,0.33353,0.03224,0.03571,0.00639,4.00E-05,1.55506,-0.65399,-1.5,0.02328,0.03774,2.96234,1.73542,2.517,6.33527,1.07783,0.61536,-1.5,0.68203,6.46957,0.36698,0.33555,0.09451,0.00893,1.53828,0.462,-1.5,0.27018,0.4952,0.1999,0.13201,0.12667,0.01604,1.3124,0.65001,-1.5,0.09029,0.37741,MIXANDMATCH
3,885,multi-class,2.78,1.31414,0.32152,0.22581,0.28827,0.0831,9.20547,0.79504,-0.61344,0,1,0.75593,0.77175,0.77175,0.73108,0.76019,0.77175,0.68188,0.77175,0.77175,0.69486,0.75716,0.0219,0.09722,0.0219,0.3207,0.03262,0.0339,0.00826,7.00E-05,1.53699,-0.2293,-1.5,0.02192,0.04203,0.50461,0.44283,0.10749,0.01155,1.55347,0.67227,-1.5,0.41522,0.65578,0.3219,0.29579,0.06212,0.00386,1.55883,0.55621,-1.5,0.26231,0.4076,0.12731,0.09947,0.05454,0.00297,1.45954,0.6327,-1.5,0.07894,0.20352,HISTOGRM
2,4000,binary,1.5,0.71538,0.39245,0.3583,0.20814,0.04332,11.77014,0.6687,-0.7859,0.15598,0.84402,0.58106,0.70475,0.70475,0.72795,0.7203,0.70475,0.6501,0.70475,0.70475,0.64742,0.67585,0.00627,0.01664,0.00627,0.39468,0,0,0,0,0,-999,-999,0,0,9.70584,9.70584,0,0,0,-999,-999,9.70584,9.70584,0.64171,0.64171,0,0,0,-999,-999,0.64171,0.64171,0.86519,0.86519,0,0,0,-999,-999,0.86519,0.86519,HISTOGRM
2,4000,binary,1.5,0.96639,0.38979,0.29726,0.20567,0.0423,11.78755,1.02977,-0.87652,0.24882,0.75118,0.57638,0.732,0.732,0.7207,0.73121,0.732,0.71927,0.732,0.732,0.71994,0.73156,0.00015,0.53053,0.00015,0.38847,0,0,0,0,0,-999,-999,0,0,0.0974,0.0974,0,0,0,-999,-999,0.0974,0.0974,0.15303,0.15303,0,0,0,-999,-999,0.15303,0.15303,0.02387,0.02387,0,0,0,-999,-999,0.02387,0.02387,VECTORSCALING
2,4000,binary,1.5,0.9548,0.30259,0.12849,0.2487,0.06185,11.53029,1.09605,-0.0411,0.08531,0.91469,0.47645,0.779,0.779,0.7709,0.77741,0.779,0.76469,0.779,0.779,0.76727,0.77772,0.01055,0.03143,0.01055,0.30682,0,0,0,0,0,-999,-999,0,0,2.65459,2.65459,0,0,0,-999,-999,2.65459,2.65459,0.39265,0.39265,0,0,0,-999,-999,0.39265,0.39265,0.21052,0.21052,0,0,0,-999,-999,0.21052,0.21052,PLATT
2,4000,binary,1.5,0,0.48004,0.40026,0.09776,0.00956,11.93647,0.40825,-1.83333,0.40015,0.59985,0.67301,0.6,0.6,0.3,0.36,0.6,0.5,0.6,0.6,0.375,0.45,0.00022,0.00022,0.00022,0.48,0,0,0,0,0,-999,-999,0,0,0.22443,0.22443,0,0,0,-999,-999,0.22443,0.22443,0.23457,0.23457,0,0,0,-999,-999,0.23457,0.23457,0.05716,0.05716,0,0,0,-999,-999,0.05716,0.05716,PLATT
2,4000,binary,1.5,0.96733,0.27308,0.16771,0.24986,0.06243,11.39196,0.9889,-0.05673,0.04835,0.95165,0.42632,0.8015,0.8015,0.79349,0.80105,0.8015,0.79198,0.8015,0.8015,0.7927,0.80124,0.00555,0.02218,0.00555,0.274,0,0,0,0,0,-999,-999,0,0,12.52503,12.52503,0,0,0,-999,-999,12.52503,12.52503,0.63884,0.63884,0,0,0,-999,-999,0.63884,0.63884,0.88845,0.88845,0,0,0,-999,-999,0.88845,0.88845,HISTOGRM
2,4000,binary,1.5,0.05292,0.47044,0.42504,0.11909,0.01418,11.91564,-0.25585,0.87829,0,0.91667,0.66312,0.5995,0.5995,0.52934,0.54354,0.5995,0.50073,0.5995,0.5995,0.38115,0.45467,0.00685,0.12752,0.00685,0.471,0,0,0,0,0,-999,-999,0,0,7.63085,7.63085,0,0,0,-999,-999,7.63085,7.63085,0.82046,0.82046,0,0,0,-999,-999,0.82046,0.82046,2.31597,2.31597,0,0,0,-999,-999,2.31597,2.31597,MIXANDMATCH
2,4000,binary,1.5,0.92313,0.25758,0.14491,0.25529,0.06517,11.30689,1.14099,0.2303,0.00982,0.99018,0.41411,0.81325,0.81325,0.81373,0.81343,0.81325,0.7926,0.81325,0.81325,0.79951,0.81001,0.00944,0.02605,0.00944,0.26304,0,0,0,0,0,-999,-999,0,0,0.24622,0.24622,0,0,0,-999,-999,0.24622,0.24622,0.24425,0.24425,0,0,0,-999,-999,0.24425,0.24425,0.0625,0.0625,0,0,0,-999,-999,0.0625,0.0625,PLATT
2,29,binary,1.23,0.99914,0.49825,0.4958,0.02898,0.00084,4.85554,-0.05785,-1.12246,0.4551,0.55259,0.69132,0.51724,0.51724,0.51905,0.52447,0.51724,0.51923,0.51724,0.51724,0.51667,0.51839,0.00737,0.00737,0.00737,0.49818,0,0,0,0,0,-999,-999,0,0,2.48559,2.48559,0,0,0,-999,-999,2.48559,2.48559,0.39063,0.39063,0,0,0,-999,-999,0.39063,0.39063,0.20595,0.20595,0,0,0,-999,-999,0.20595,0.20595,AdaptiveTemperatureScaling
2,29,binary,1.23,0.97845,0.49946,0.48426,0.01573,0.00025,4.85727,0.06901,-1.99524,0.48426,0.51574,0.69256,0.51724,0.51724,0.52696,0.53279,0.51724,0.52644,0.51724,0.51724,0.51667,0.51494,0.00151,0.00151,0.00151,0.49941,0,0,0,0,0,-999,-999,0,0,0.06005,0.06005,0,0,0,-999,-999,0.06005,0.06005,0.12222,0.12222,0,0,0,-999,-999,0.12222,0.12222,0.01509,0.01509,0,0,0,-999,-999,0.01509,0.01509,TEMPERATURESCALING
2,29,binary,1.23,0.79733,0.49878,0.5,0.01501,0.00023,4.85733,0.12862,-1.62271,0.48053,0.51947,0.69116,0.51724,0.51724,0.48701,0.49306,0.51724,0.49038,0.51724,0.51724,0.46579,0.48294,0.00417,0.00417,0.00417,0.49802,0,0,0,0,0,-999,-999,0,0,9.19971,9.19971,0,0,0,-999,-999,9.19971,9.19971,0.54405,0.54405,0,0,0,-999,-999,0.54405,0.54405,0.5499,0.5499,0,0,0,-999,-999,0.5499,0.5499,PLATT
2,29,binary,1.23,0.92936,0.48912,0.49038,0.06505,0.00423,4.84519,0.06294,-1.15378,0.3955,0.60207,0.6799,0.55172,0.55172,0.53947,0.54356,0.55172,0.53606,0.55172,0.55172,0.53168,0.5417,0.00411,0.00443,0.00411,0.48694,0,0,0,0,0,-999,-999,0,0,4.89666,4.89666,0,0,0,-999,-999,4.89666,4.89666,0.52973,0.52973,0,0,0,-999,-999,0.52973,0.52973,0.42932,0.42932,0,0,0,-999,-999,0.42932,0.42932,PLATT
2,29,binary,1.23,0.95755,0.49352,0.5,0.04214,0.00178,4.85271,0.03336,-0.58571,0.41383,0.58617,0.68377,0.51724,0.51724,0.50505,0.51028,0.51724,0.50481,0.51724,0.51724,0.50245,0.51133,0.0169,0.0169,0.0169,0.49068,0,0,0,0,0,-999,-999,0,0,1.66524,1.66524,0,0,0,-999,-999,1.66524,1.66524,0.33193,0.33193,0,0,0,-999,-999,0.33193,0.33193,0.14249,0.14249,0,0,0,-999,-999,0.14249,0.14249,PLATT
2,29,binary,1.23,0.89357,0.48276,0.5,0.09123,0.00832,4.83163,-0.05699,0.19785,0.33333,0.66667,0.67557,0.55172,0.55172,0.58333,0.59195,0.55172,0.57212,0.55172,0.55172,0.54303,0.53651,0,0,0,0.48276,0,0,0,0,0,-999,-999,0,0,0.30288,0.30288,0,0,0,-999,-999,0.30288,0.30288,0.27161,0.27161,0,0,0,-999,-999,0.27161,0.27161,0.07767,0.07767,0,0,0,-999,-999,0.07767,0.07767,EMPIRICALBINNING
2,29,binary,1.23,0.97845,0.49074,0.4782,0.05507,0.00303,4.84895,0.27411,-1.03673,0.40672,0.59339,0.68083,0.55172,0.55172,0.54412,0.54868,0.55172,0.54327,0.55172,0.55172,0.54303,0.54955,0.00284,0.00284,0.00284,0.48771,0,0,0,0,0,-999,-999,0,0,1.58404,1.58404,0,0,0,-999,-999,1.58404,1.58404,0.32167,0.32167,0,0,0,-999,-999,0.32167,0.32167,0.1339,0.1339,0,0,0,-999,-999,0.1339,0.1339,VECTORSCALING
3,32,multi-class,2.17,0,0.63477,0.59375,0.08538,0.00729,4.98777,1.60128,0.5641,0.59375,0.8125,1.04576,0.40625,0.40625,0.13542,0.16504,0.40625,0.33333,0.40625,0.40625,0.19259,0.23472,0,0,0,0.63477,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,MIXANDMATCH
3,32,multi-class,2.17,1.49478,0.22232,0.11932,0.2545,0.06477,4.38611,2.26123,3.30164,0.11285,0.93782,0.41806,0.875,0.875,0.90303,0.88182,0.875,0.89744,0.875,0.875,0.89683,0.87426,0.03058,0.16563,0.03058,0.20699,0.04583,0.0375,0.0164,0.00027,1.49702,0.6309,-1.5,0.03125,0.06875,1.29827,1.30424,0.08086,0.00654,1.58216,-0.11035,-1.5,1.19639,1.39418,0.23391,0.25103,0.04303,0.00185,1.55952,-0.53387,-1.5,0.17477,0.27592,0.0724,0.08586,0.02229,0.0005,1.50963,-0.68556,-1.5,0.04098,0.09036,TEMPERATURESCALING
3,32,multi-class,2.17,1.41534,0.53381,0.54604,0.11004,0.01211,4.96844,0.08251,1.79534,0.24773,0.8663,0.79766,0.5625,0.5625,0.66838,0.59583,0.5625,0.5812,0.5625,0.5625,0.61282,0.57188,0.0485,0.32344,0.0485,0.49993,0.08125,0.1125,0.04868,0.00237,1.24004,-0.69838,-1.5,0.0125,0.11875,5.94869,7.27012,2.42496,5.88042,1.44711,-0.65558,-1.5,2.54736,8.0286,0.49473,0.60762,0.17678,0.03125,1.48111,-0.69747,-1.5,0.24511,0.63147,0.44649,0.58861,0.25544,0.06525,1.28117,-0.66232,-1.5,0.08781,0.66306,DIRICHLET
3,32,multi-class,2.17,1.50524,0.2654,0.17461,0.23582,0.05561,4.41324,1.07398,0.30313,0,0.82993,0.39297,0.84375,0.84375,0.87302,0.84524,0.84375,0.87179,0.84375,0.84375,0.8716,0.84352,0.05427,0.14518,0.05427,0.2521,0.08333,0.10625,0.04156,0.00173,1.36699,-0.65944,-1.5,0.025,0.11875,7.94348,10.87269,4.98355,24.83578,1.19662,-0.6786,-1.5,0.92744,12.03032,0.47165,0.54233,0.11142,0.01242,1.54181,-0.69627,-1.5,0.31434,0.55827,0.37786,0.47811,0.17436,0.0304,1.40241,-0.67237,-1.5,0.13263,0.52284,DIRICHLET
3,32,multi-class,2.17,1.50524,0.42966,0.41129,0.18822,0.03543,4.86282,0.44207,-1.10943,0.15128,0.7789,0.62989,0.6875,0.6875,0.71429,0.68824,0.6875,0.71368,0.6875,0.6875,0.71333,0.68708,0.0438,0.17006,0.0438,0.40854,0.07708,0.1,0.04156,0.00173,1.3226,-0.65944,-1.5,0.01875,0.1125,3.36632,4.39149,1.91655,3.67318,1.28572,-0.64931,-1.5,0.68082,5.02664,0.4671,0.49471,0.0397,0.00158,1.57964,-0.70682,-1.5,0.41096,0.49563,0.30744,0.3373,0.04535,0.00206,1.56863,-0.70219,-1.5,0.24335,0.34167,PLATT
3,32,multi-class,2.17,0.88731,0.39411,0.61111,0.36065,0.13007,4.14773,-0.01149,-1.63347,0,0.99995,1.17504,0.625,0.625,0.84,0.805,0.625,0.54274,0.625,0.625,0.53383,0.58811,0.06942,0.12496,0.06942,0.46411,0.025,0.03125,0.0135,0.00018,1.32501,-0.59517,-1.5,0.00625,0.0375,7.6764,11.3756,5.40348,29.19757,1.01519,-0.70604,-1.5,0.03601,11.6176,0.45624,0.6208,0.25634,0.06571,1.29229,-0.69838,-1.5,0.09422,0.65371,0.55634,0.7781,0.38938,0.15162,1.03995,-0.66956,-1.5,0.00894,0.88197,MIXANDMATCH
2,205,binary,1.05,0.9971,0.16913,0.08135,0.23584,0.05562,6.56776,1.79558,2.42886,0.00408,0.96831,0.27924,0.88293,0.88293,0.8837,0.8834,0.88293,0.88238,0.88293,0.88293,0.8827,0.88283,0.014,0.07039,0.014,0.16845,0,0,0,0,0,-999,-999,0,0,0.29815,0.29815,0,0,0,-999,-999,0.29815,0.29815,0.26443,0.26443,0,0,0,-999,-999,0.26443,0.26443,0.07485,0.07485,0,0,0,-999,-999,0.07485,0.07485,PLATT
2,205,binary,1.05,0,0.4997,0.4878,0.01219,0.00015,7.67905,0.0488,-1.99762,0.4878,0.5122,0.69285,0.5122,0.5122,0.2561,0.26234,0.5122,0.5,0.5122,0.5122,0.33871,0.34697,0,0,0,0.4997,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,MIXANDMATCH
2,205,binary,1.05,0.99916,0.05642,0,0.1609,0.02589,5.11332,3.8823,15.51611,0,0.96774,0.10262,0.96098,0.96098,0.96193,0.96261,0.96098,0.96167,0.96098,0.96098,0.96097,0.96097,0.00427,0.03205,0.00427,0.05815,0,0,0,0,0,-999,-999,0,0,1.2871,1.2871,0,0,0,-999,-999,1.2871,1.2871,0.21074,0.21074,0,0,0,-999,-999,0.21074,0.21074,0.066,0.066,0,0,0,-999,-999,0.066,0.066,MIXANDMATCH
2,205,binary,1.05,0.98344,0.22369,0.18307,0.24669,0.06086,6.92019,1.41968,0.9956,0.02439,0.97561,0.35873,0.84878,0.84878,0.85506,0.85404,0.84878,0.84714,0.84878,0.84878,0.84761,0.84793,0.00505,0.01165,0.00505,0.22179,0,0,0,0,0,-999,-999,0,0,3.63072,3.63072,0,0,0,-999,-999,3.63072,3.63072,0.34447,0.34447,0,0,0,-999,-999,0.34447,0.34447,0.1876,0.1876,0,0,0,-999,-999,0.1876,0.1876,HISTOGRM
2,205,binary,1.05,0.99985,0.03519,0.00548,0.12163,0.01479,5.17377,5.97142,38.46619,0.00279,0.97635,0.06757,0.98049,0.98049,0.98077,0.98124,0.98049,0.98095,0.98049,0.98049,0.98049,0.98049,0.00372,0.20402,0.00372,0.03206,0,0,0,0,0,-999,-999,0,0,0.09655,0.09655,0,0,0,-999,-999,0.09655,0.09655,0.07668,0.07668,0,0,0,-999,-999,0.07668,0.07668,0.00743,0.00743,0,0,0,-999,-999,0.00743,0.00743,DIRICHLET
2,205,binary,1.05,0.99998,0.14637,0.03882,0.22822,0.05209,6.41857,2.18157,4.00465,8.00E-05,0.97182,0.24868,0.90732,0.90732,0.90739,0.90773,0.90732,0.90762,0.90732,0.90732,0.90731,0.90733,0.01672,0.06898,0.01672,0.14702,0,0,0,0,0,-999,-999,0,0,0.20704,0.20704,0,0,0,-999,-999,0.20704,0.20704,0.22105,0.22105,0,0,0,-999,-999,0.22105,0.22105,0.05155,0.05155,0,0,0,-999,-999,0.05155,0.05155,BETA
2,205,binary,1.05,0.99916,0.05069,0.02031,0.15436,0.02383,5.82085,5.49906,29.05377,0.01969,0.98001,0.1193,0.97073,0.97073,0.9717,0.97239,0.97073,0.97143,0.97073,0.97073,0.97073,0.97073,0.00248,0.05407,0.00248,0.05279,0,0,0,0,0,-999,-999,0,0,0.18067,0.18067,0,0,0,-999,-999,0.18067,0.18067,0.08404,0.08404,0,0,0,-999,-999,0.08404,0.08404,0.01011,0.01011,0,0,0,-999,-999,0.01011,0.01011,TEMPERATURESCALING
2,2000,binary,1,0.99958,0.36838,0.31383,0.21531,0.04636,10.72217,0.62575,-0.6575,0.05347,0.91736,0.54264,0.726,0.726,0.72613,0.72613,0.726,0.726,0.726,0.726,0.72596,0.72596,0.00648,0.01547,0.00648,0.36412,0,0,0,0,0,-999,-999,0,0,0.0359,0.0359,0,0,0,-999,-999,0.0359,0.0359,0.09442,0.09442,0,0,0,-999,-999,0.09442,0.09442,0.00899,0.00899,0,0,0,-999,-999,0.00899,0.00899,DIRICHLET
2,2000,binary,1,0.96826,0.36804,0.30743,0.21395,0.04577,10.73203,0.73398,-0.60087,0.1486,0.8514,0.54284,0.7285,0.7285,0.73894,0.73894,0.7285,0.7285,0.7285,0.7285,0.7255,0.7255,0.00951,0.0161,0.00951,0.36246,0,0,0,0,0,-999,-999,0,0,4.01199,4.01199,0,0,0,-999,-999,4.01199,4.01199,0.36344,0.36344,0,0,0,-999,-999,0.36344,0.36344,0.21026,0.21026,0,0,0,-999,-999,0.21026,0.21026,PLATT
